"businessName","email","street","city","state","zip","phone","websiteURL","lat","lon","state.name","agency.name"
"Laurel Police Dept","","317 S Magnolia St","Laurel","MS","39440","(601) 425-4711","","31.68717","-89.13477","Mississippi","Laurel Police Dept"
"Lee County Human Svc Dept","","220 S Industrial Rd","Tupelo","MS","38801","(662) 841-9050","","34.255733","-88.719986","Mississippi","Lee County Sheriff Department"
"Long Beach School Technology Dept","","300 E Old Pass Rd","Long Beach","MS","39560","(228) 864-6002","","30.354795","-89.14808","Mississippi","Long Beach Police Dept"
"Columbus Lowndes E 911","","505 2nd Ave N","Columbus","MS","39701","(662) 329-5726","","33.496326","-88.42834","Mississippi","Lowndes County Sheriff Office"
"Madison County Parole Office","","3390 N Liberty St","Canton","MS","39046","(601) 859-7106","","32.616837","-90.034775","Mississippi","Madison County Sheriff Office"
"Ridgeland City Police Department","","397 Highway 51","Ridgeland","MS","39157","(601) 853-2014","","32.421303","-90.13365","Mississippi","Madison Police Dept"
"Marshall County Sheriff Dept","","ALDERSON Street","Holly Springs","MS","38635","(662) 851-7600","","34.767517","-89.44983","Mississippi","Marshall County Sheriff Department"
"McComb City Police Department","","501 Beech St","McComb","MS","39648","(601) 249-2881","","31.23481","-90.45712","Mississippi","Mccomb Police Dept"
"Meridian City Police Department","","2412 7th St","Meridian","MS","39301","(601) 485-1870","","32.36412","-88.70266","Mississippi","Meridian Police Dept"
"City of Moss Point","","4320 McInnis Ave","Moss Point","MS","39563","(228) 475-8848","","30.412954","-88.53807","Mississippi","Moss Point Police Dept"
"Natchez Purchasing Department","","124 S Pearl St","Natchez","MS","39120","(601) 445-7504","","31.55957","-91.40386","Mississippi","Natchez Police Dept"
"Ocean Springs City Police Department","","3010 Bienville Blvd","Ocean Springs","MS","39564","(228) 875-2211","","30.413149","-88.78589","Mississippi","Ocean Springs Police Dept"
"Olive Branch Police Department","","9236 Pigeon Roost Rd","Olive Branch","MS","38654","(662) 893-5920","","34.960346","-89.826256","Mississippi","Olive Branch Police Dept"
"Oxford City Police Dept","","715 Molly Barr Rd","Oxford","MS","38655","(662) 232-2400","","34.37678","-89.52691","Mississippi","Oxford City Police Dept"
"Panola County Sheriff's Office","","300 James Rudd Dr","Batesville","MS","38606","(662) 563-6230","","34.361645","-89.89024","Mississippi","Panola County Sheriff Office"
"City of Pascagoula Police Police Department","","3214 Pascagoula St","Pascagoula","MS","39567","(228) 938-0001","","30.36652","-88.55669","Mississippi","Pascagoula Police Dept"
"Pearl City Police Department","","2422 Old Brandon Rd","Pearl","MS","39208","(601) 932-3572","","32.274883","-90.13174","Mississippi","Pearl Police Dept"
"Kemper County Health Dept","","Hwy 16 W","De Kalb","MS","39328","(601) 743-5865","","32.76416","-89.16515","Mississippi","Pearl River County Sheriff Department"
"Petal Judicial Dept","","127 W Eighth Ave","Petal","MS","39465","(601) 582-5351","","31.33735","-89.26371","Mississippi","Petal Police Dept"
"Crime Stopper","","328 S Main St","Picayune","MS","39466","(601) 799-2583","","30.52362","-89.68242","Mississippi","Picayune Police Dept"
"Pontotoc County Sheriff","","18 S Liberty St","Pontotoc","MS","38863","(662) 489-3111","","34.24866","-88.99827","Mississippi","Pontotoc County Sheriff Department"
"Rankin County Sheriff's Dept","","221 Timber St","Brandon","MS","39042","(601) 825-1479","","32.273853","-89.986176","Mississippi","Rankin County Sheriff Department"
"Ridgeland Police Dept","","115 W School St","Ridgeland","MS","39157","(601) 856-2121","","32.421406","-90.13983","Mississippi","Ridgeland Police Dept"
"Southaven Police Dept","","8791 Northwest Dr","Southaven","MS","38671","(662) 393-8654","","34.98864","-90.00487","Mississippi","Southaven Police Dept"
"Starkville Police Dept","","101 E Lampkin St","Starkville","MS","39759","(662) 323-4134","","33.462723","-88.81645","Mississippi","Starkville Police Dept"
"Tupelo City Police Department","","322 N Front St","Tupelo","MS","38804","(662) 841-6402","","34.259773","-88.70339","Mississippi","Tupelo Police Dept"
"Vicksburg Police Department","","820 Veto St","Vicksburg","MS","39180","(601) 636-2511","","32.34681","-90.88148","Mississippi","Vicksburg Police Dept"
"West Point Police Chief","","310 E Westbrook St","West Point","MS","39773","(662) 494-1244","","33.60363","-88.64831","Mississippi","West Point Police Dept"
"Yazoo City Of Police Dept","","305 Mike Espy Dr","Yazoo City","MS","39194","(662) 746-1131","","32.85157","-90.40901","Mississippi","Yazoo City Police Dept"
"Arnold Police Dept","","2101 Jeffco Blvd","Arnold","MO","63010","(636) 296-3204","","38.423344","-90.3752","Missouri","Arnold Police Dept"
"Ballwin Police Department","","300 Park Dr","Ballwin","MO","63011","(636) 227-8580","","38.59727","-90.54178","Missouri","Ballwin Police Dept"
"Bellefontaine Police Dept","","9641 Bellefontaine Rd","Saint Louis","MO","63137","(314) 867-0080","","38.74151","-90.22573","Missouri","Bellefontaine Neighbors Police Dept"
"Belton Fire Dept","","7001 E 163rd St","Belton","MO","64012","(816) 331-5522","","38.828094","-94.51355","Missouri","Belton Police Dept"
"Blue Springs Police Dept","","1100 SW Smith St","Blue Springs","MO","64015","(816) 228-0175","","39.01752","-94.27785","Missouri","Blue Springs Police Dept"
"Polk County Prosecuting Attorney","","102 E Broadway St # Ste 13","Bolivar","MO","65613","(417) 326-2498","","37.614044","-93.41169","Missouri","Bolivar Police Dept"
"Boone County Sheriffs Department","","2121 E County Dr","Columbia","MO","65202","(573) 875-1111","","39.004707","-92.30597","Missouri","Boone County Sheriff Department"
"Branson Finance Dept","","110 W Maddux St # 200","Branson","MO","65616","(417) 337-8553","","36.641582","-93.21821","Missouri","Branson Police Dept"
"Bridgeton Public Works Department","","12355 Natural Bridge Rd","Bridgeton","MO","63044","(314) 739-7665","","38.756153","-90.42267","Missouri","Bridgeton Police Dept"
"Butler County Sheriff's Dept","","200 Phillip Kearbey Blvd","Poplar Bluff","MO","63901","(573) 785-8444","","36.75756","-90.39215","Missouri","Butler County Sheriff Office"
"Callaway County of-- Juvenile Office","","500 Market St","Fulton","MO","65251","(573) 642-7992","","38.847343","-91.94703","Missouri","Callaway County Sheriff Office"
"Camden County Emergency Management","","12 Vfw Rd","Camdenton","MO","65020","(573) 346-7108","","38.000057","-92.732216","Missouri","Camden County Sheriff Department"
"Cape Girardeau Police Dept","","609 Good Hope St","Cape Girardeau","MO","63703","(573) 332-4907","","37.299515","-89.5263","Missouri","Cape Girardeau Police Dept"
"Carthage Police Dept","","310 W 4th St","Carthage","MO","64836","(417) 237-7200","","37.176086","-94.312775","Missouri","Carthage Police Dept"
"Cass County Juvenile Office","","2502 W Mechanic St","Harrisonville","MO","64701","(816) 380-8227","","38.658283","-94.32649","Missouri","Cass County Sheriff Office"
"Ellisville Police Dept","","37 Weis Ave","Ellisville","MO","63011","(636) 227-7777","","38.59261","-90.59222","Missouri","Chesterfield Police Dept"
"Government Offices County Christian County","","105 N 2nd St","Ozark","MO","65721","(417) 581-2332","","37.01998","-93.205734","Missouri","Christian County Sheriff Office"
"Marshall Police Department","","461 W Arrow St","Marshall","MO","65340","(660) 886-7411","","39.120384","-93.201515","Missouri","City Of Marshall Police Dept"
"Clayton Police Dept","","10 S Brentwood Blvd","Saint Louis","MO","63105","(314) 645-3000","","38.65012","-90.34148","Missouri","Clayton Police Dept"
"Cole County Office","","9714 Pleasant Hill Rd","Jefferson City","MO","65109","(573) 496-0114","","38.440628","-92.30454","Missouri","Cole County Sheriff Office"
"Columbia City Police Department","","701 E Broadway","Columbia","MO","65201","(573) 874-7239","","38.95155","-92.3297","Missouri","Columbia Police Dept"
"Sunset Hills Police Dept","","3905 S Lindbergh Blvd","Saint Louis","MO","63127","(314) 849-4400","","38.54667","-90.40366","Missouri","Crestwood Police Dept"
"Creve Coeur Fire Protection District","","11221 Olive Blvd","Saint Louis","MO","63141","(314) 432-5570","","38.672165","-90.428215","Missouri","Creve Coeur Police Dept"
"Eureka Police Dept","","120 City Hall Dr","Eureka","MO","63025","(636) 938-6600","","38.495716","-90.62894","Missouri","Eureka Police Dept"
"Police Department","","201 E Broadway St","Excelsior Springs","MO","64024","(816) 630-2000","","39.342354","-94.22234","Missouri","Excelsior Springs Police Dept"
"Farmington Police Department","","310 Sainte Genevieve Ave","Farmington","MO","63640","(573) 756-6686","","37.780087","-90.41711","Missouri","Farmington Police Dept"
"Ferguson Police Department","","222 S Florissant Rd","Saint Louis","MO","63135","(314) 522-3100","","38.74067","-90.303505","Missouri","Ferguson Police Dept"
"Festus City Police Department","","711 W Main St","Festus","MO","63028","(636) 937-5184","","38.21882","-90.39919","Missouri","Festus City Police Dept"
"Calverton Park Police Dept","","415 Elm Grove Ln","Hazelwood","MO","63042","(314) 838-5000","","38.784416","-90.354454","Missouri","Florissant Police Dept"
"Fulton Police Department","","510 Market St","Fulton","MO","65251","(573) 592-3100","","38.84736","-91.94704","Missouri","Fulton Police Dept"
"Public Defender","","1212 E State Route 72 # A","Rolla","MO","65401","(573) 368-2260","","37.938457","-91.75484","Missouri","Gladstone Dept Of Public Safety"
"Grain Valley Police Department","","711 S Main St","Grain Valley","MO","64029","(816) 847-6250","","39.01858","-94.19807","Missouri","Grain Valley Police Dept"
"Grandview Police Dept","","1200 Main St","Grandview","MO","64030","(816) 316-4900","","38.88919","-94.53135","Missouri","Grandview Police Dept"
"Police Department","","224 W Jackson St","Willard","MO","65781","(417) 742-4710","","37.310627","-93.43643","Missouri","Greene County Sheriff Department"
"Police Department","","777 Broadway","Hannibal","MO","63401","(573) 221-0987","","39.706818","-91.36259","Missouri","Hannibal Police Dept"
"Cass County Emergency Management","","102 E Wall St","Harrisonville","MO","64701","(816) 380-8125","","38.654274","-94.34874","Missouri","Harrisonville Police Dept"
"Calverton Park Police Dept","","415 Elm Grove Ln","Hazelwood","MO","63042","(314) 838-5000","","38.784416","-90.354454","Missouri","Hazelwood Police Dept"
"Independence- City Police Department","","210 S Pleasant St","Independence","MO","64050","(816) 325-7254","","39.091072","-94.421326","Missouri","Independence Police Dept"
"Jackson Police Dept","","525 S Hope St","Jackson","MO","63755","(573) 243-3151","","37.385994","-89.66544","Missouri","Jackson Police Dept"
"Jasper County Health Dept","","105 Lincoln St","Carthage","MO","64836","(417) 358-3111","","37.17853","-94.30801","Missouri","Jasper County Sheriff Department"
"Kansas City Missouri City Police Department","","1001 NW Barry Rd","Kansas City","MO","64155","(816) 234-5540","","39.246384","-94.5678","Missouri","Jefferson City Police Dept"
"Jefferson County Sheriff Department","","510 1st St","Hillsboro","MO","63050","(636) 797-5000","","38.23141","-90.56553","Missouri","Jefferson County Sheriff Department"
"Jennings Police Department","","5445 Jennings Station Rd","Saint Louis","MO","63136","(314) 385-4672","","38.710354","-90.26642","Missouri","Jennings Police Dept"
"Joplin Police Dept","","303 E 3rd St","Joplin","MO","64801","(417) 623-3131","","37.088596","-94.51108","Missouri","Joplin Police Dept"
"Kansas City Police Dept","","635 Woodland Ave","Kansas City","MO","64106","(816) 889-6640","","39.10602","-94.56027","Missouri","Kansas City Police Dept"
"Kennett Police Dept","","200 E 2nd St","Kennett","MO","63857","(573) 888-4622","","36.23567","-90.05558","Missouri","Kennett Police Dept"
"Adair County Assessor","","106 W Washington St","Kirksville","MO","63501","(660) 665-2283","","40.194717","-92.5832","Missouri","Kirksville Police Dept"
"Kirkwood City Police Dept","","131 W Madison Ave","Saint Louis","MO","63122","(314) 822-5873","","38.579826","-90.406654","Missouri","Kirkwood Police Dept"
"Lake Saint Louis City Police Department","","200 Civic Center Dr","Lake Saint Louis","MO","63367","(636) 625-8018","","38.78517","-90.79456","Missouri","Lake St Louis Police Dept"
"Lebanon Police Dept","","401 S Jefferson Ave","Lebanon","MO","65536","(417) 532-3131","","37.678055","-92.66057","Missouri","Lebanon Police Dept"
"Lees Summit Police Department","","10 NE Tudor Rd","Lees Summit","MO","64086","(816) 969-1700","","38.93079","-94.38293","Missouri","Lees Summit Police Dept"
"Liberty Police Dept","","101 E Kansas St","Liberty","MO","64068","(816) 439-4701","","39.24613","-94.41945","Missouri","Liberty Police Dept"
"Ballwin Police Department","","300 Park Dr","Ballwin","MO","63011","(636) 227-8580","","38.59727","-90.54178","Missouri","Manchester Police Dept"
"City Of Maryland Heights-Police Non Emergency","","11911 Dorsett Rd","Maryland Heights","MO","63043","(314) 298-8700","","38.71453","-90.43393","Missouri","Maryland Heights Police Dept"
"Public Defender","","1212 E State Route 72 # A","Rolla","MO","65401","(573) 368-2260","","37.938457","-91.75484","Missouri","Maryville Public Safety Dept"
"Mental Health Dept","","1030 Kingshighway St","Rolla","MO","65401","(573) 368-2297","","37.945198","-91.78242","Missouri","Mexico Public Safety Dept"
"Moberly City Police Department","","23 Kehoe St","Moberly","MO","65270","(660) 263-8448","","39.432545","-92.42579","Missouri","Moberly Police Dept"
"Neosho Police Dept","","201 N College St","Neosho","MO","64850","(417) 451-8012","","36.870823","-94.37088","Missouri","Neosho City Police Dept"
"Newton County Common Road","","511 S Random Rd","Granby","MO","64844","(417) 472-3400","","36.914436","-94.26055","Missouri","Newton County Sheriff Office"
"Ozark City Police Department","","201 E Brick St","Ozark","MO","65721","(417) 581-6600","","37.021595","-93.20445","Missouri","Nixa Police Dept"
"Police Department","","1280 Motherhead Rd","Saint Charles","MO","63304","(636) 498-6464","","38.7414","-90.65167","Missouri","O'Fallon Police Dept"
"Overland Police Department","","2410 Goodale Ave","Saint Louis","MO","63114","(314) 428-1221","","38.700138","-90.359116","Missouri","Overland Police Dept"
"Aurora Fire Department","","106 S Elliott Ave","Aurora","MO","65605","(417) 678-5025","","36.97451","-93.717964","Missouri","Ozark City Police Dept"
"Platte County Sheriffs Office","","415 3rd St, Platte City MO, 64079","Platte City","MO","64079","(816) 858-2424","","39.371304","-94.780334","Missouri","Platte County Sheriff Department"
"Poplar Bluff City Police Department","","330 N 2nd St","Poplar Bluff","MO","63901","(573) 785-5776","","36.757698","-90.39161","Missouri","Poplar Bluff City Police Dept"
"Pulaski County Treasurer","","301 Historic 66 E # 124","Waynesville","MO","65583","(573) 774-4724","","37.82874","-92.200935","Missouri","Pulaski County Sheriff Department"
"City of Raymore Police Dept Non Emergency","","100 N Municipal Cir","Raymore","MO","64083","(816) 331-0530","","38.81073","-94.46732","Missouri","Raymore Police Dept"
"Raytown Police Dept","","10000 E 59th St","Raytown","MO","64133","(816) 737-6016","","39.01586","-94.463326","Missouri","Raytown Police Dept"
"Republic Police Dept","","540 W Civic Blvd","Republic","MO","65738","(417) 732-3900","","37.105877","-93.49049","Missouri","Republic Police Dept"
"Phelps County Sheriff's Dept","","500 W 2nd St","Rolla","MO","65401","(573) 426-3860","","37.945435","-91.77464","Missouri","Rolla Police Dept"
"St Louis Police Dept","","215 N 9th St","Saint Louis","MO","63101","(314) 588-7385","","38.62813","-90.19379","Missouri","Saint Louis County Police Dept."
"Sedalia Police Dept","","201 W 2nd St","Sedalia","MO","65301","(660) 827-7823","","38.709976","-93.22886","Missouri","Sedalia Police Dept"
"Public Defender","","1212 E State Route 72 # A","Rolla","MO","65401","(573) 368-2260","","37.938457","-91.75484","Missouri","Sikeston Dept Of Public Safety"
"Springfield Police Dept","","636 E Elm St","Springfield","MO","65806","(417) 836-5327","","37.20532","-93.28557","Missouri","Springfield Police Dept"
